portnum,Service_name,protocol,open_frequency
8042,fs-agent,tcp,0.000228
8045,unknown,tcp,0.000228
8093,unknown,tcp,0.000228
8099,unknown,tcp,0.000228
8200,trivnet1,tcp,0.000228
8290,unknown,tcp,0.000228
8292,blp3,tcp,0.000228
8300,tmi,tcp,0.000228
8383,m2mservices,tcp,0.000228
8800,sunwebadmin,tcp,0.000228
9003,unknown,tcp,0.000228
9081,unknown,tcp,0.000228
9099,unknown,tcp,0.000228
9200,wap-wsp,tcp,0.000228
9418,git,tcp,0.000228
9575,unknown,tcp,0.000228
9878,unknown,tcp,0.000228
9898,monkeycom,tcp,0.000228
9917,unknown,tcp,0.000228
10003,documentum_s,tcp,0.000228
10009,swdtp-sv,tcp,0.000228
10180,unknown,tcp,0.000228
10215,unknown,tcp,0.000228
11111,vce,tcp,0.000228
12174,unknown,tcp,0.000228
12265,unknown,tcp,0.000228
14441,unknown,tcp,0.000228
15004,unknown,tcp,0.000228
16000,fmsas,tcp,0.000228
16113,unknown,tcp,0.000228
17877,unknown,tcp,0.000228
18040,unknown,tcp,0.000228
18101,unknown,tcp,0.000228
19350,unknown,tcp,0.000228
25735,unknown,tcp,0.000228
26214,unknown,tcp,0.000228
27356,unknown,tcp,0.000228
30951,unknown,tcp,0.000228
32783,unknown,tcp,0.000228
32785,unknown,tcp,0.000228
40911,unknown,tcp,0.000228
41511,unknown,tcp,0.000228
44176,unknown,tcp,0.000228
44501,unknown,tcp,0.000228
49161,unknown,tcp,0.000228
49167,unknown,tcp,0.000228
49176,unknown,tcp,0.000228
50300,unknown,tcp,0.000228
50500,unknown,tcp,0.000228
52673,unknown,tcp,0.000228
52848,unknown,tcp,0.000228
54045,unknown,tcp,0.000228
54328,unknown,tcp,0.000228
55056,unknown,tcp,0.000228
56737,unknown,tcp,0.000228
57797,unknown,tcp,0.000228
60443,unknown,tcp,0.000228
70,gopher,tcp,0.000226
417,onmux,tcp,0.000226
617,sco-dtmgr,tcp,0.000226
714,iris-xpcs,tcp,0.000226
722,unknown,tcp,0.000226
777,multiling-http,tcp,0.000226
981,unknown,tcp,0.000226
1009,unknown,tcp,0.000226
2022,down,tcp,0.000226
4224,xtell,tcp,0.000226
4998,maybe-veritas,tcp,0.000226
6346,gnutella,tcp,0.000226
301,unknown,tcp,0.000213
524,ncp,tcp,0.000213
668,mecomm,tcp,0.000213
765,webster,tcp,0.000213
1076,sns_credit,tcp,0.000213
2041,interbase,tcp,0.000213
5999,ncd-conf,tcp,0.000213
10082,amandaidx,tcp,0.000213
259,esro-gen,tcp,0.000201
416,silverplatter,tcp,0.000201
1007,unknown,tcp,0.000201
1417,timbuktu-srv1,tcp,0.000201
1434,ms-sql-m,tcp,0.000201
1984,bigbrother,tcp,0.000201
2038,objectmanager,tcp,0.000201
2068,avocentkvm,tcp,0.000201
4343,unicall,tcp,0.000201
6009,X11:9,tcp,0.000201
7004,afs3-kaserver,tcp,0.000201
44443,coldfusion-auth,tcp,0.000201
109,pop2,tcp,0.000188
687,asipregistry,tcp,0.000188
726,unknown,tcp,0.000188
911,xact-backup,tcp,0.000188
1010,surf,tcp,0.000188
1461,ibm_wrless_lan,tcp,0.000188
2035,imsldoc,tcp,0.000188
2046,sdfunc,tcp,0.000188
4125,rww,tcp,0.000188
6006,X11:6,tcp,0.000188
7201,dlip,tcp,0.000188
9103,jetdirect,tcp,0.000188
125,locus-map,tcp,0.000176
481,dvs,tcp,0.000176
683,corba-iiop,tcp,0.000176
903,iss-console-mgr,tcp,0.000176
1011,unknown,tcp,0.000176
1455,esl-lm,tcp,0.000176
2013,raid-am,tcp,0.000176
2043,isis-bcast,tcp,0.000176
2047,dls,tcp,0.000176
6668,irc,tcp,0.000176
6669,irc,tcp,0.000176
256,fw1-secureremote,tcp,0.000163
406,imsp,tcp,0.000163
783,spamassassin,tcp,0.000163
843,unknown,tcp,0.000163
2042,isis,tcp,0.000163
2045,cdfunc,tcp,0.000163
5998,ncd-diag,tcp,0.000163
9929,nping-echo,tcp,0.000163
31337,Elite,tcp,0.000163
44442,coldfusion-auth,tcp,0.000163
1092,obrpd,tcp,0.000152
1095,nicelink,tcp,0.000152
1102,adobeserver-1,tcp,0.000152
1105,ftranhc,tcp,0.000152
1113,ltp-deepspace,tcp,0.000152
1121,rmpp,tcp,0.000152
1123,murray,tcp,0.000152
1126,hpvmmdata,tcp,0.000152
1130,casp,tcp,0.000152
1132,kvm-via-ip,tcp,0.000152
1137,trim,tcp,0.000152
1141,mxomss,tcp,0.000152
1145,x9-icue,tcp,0.000152
1147,capioverlan,tcp,0.000152
1149,bvtsonar,tcp,0.000152
1154,resacommunity,tcp,0.000152
1163,sddp,tcp,0.000152
1164,qsm-proxy,tcp,0.000152
1165,qsm-gui,tcp,0.000152
1166,qsm-remote,tcp,0.000152
1174,fnet-remote-ui,tcp,0.000152
1185,catchpole,tcp,0.000152
1187,alias,tcp,0.000152
1192,caids-sensor,tcp,0.000152
1198,cajo-discovery,tcp,0.000152
1213,mpc-lifenet,tcp,0.000152
1216,etebac5,tcp,0.000152
1217,hpss-ndapi,tcp,0.000152
1233,univ-appserver,tcp,0.000152
1236,bvcontrol,tcp,0.000152
1244,isbconference1,tcp,0.000152
1259,opennl-voice,tcp,0.000152
1277,miva-mqs,tcp,0.000152
1287,routematch,tcp,0.000152
1300,h323hostcallsc,tcp,0.000152
1301,ci3-software-1,tcp,0.000152
1309,jtag-server,tcp,0.000152
1322,novation,tcp,0.000152
1328,ewall,tcp,0.000152
1556,veritas_pbx,tcp,0.000152
1583,simbaexpress,tcp,0.000152
1594,sixtrak,tcp,0.000152
1641,invision,tcp,0.000152
1658,sixnetudr,tcp,0.000152
1688,nsjtp-data,tcp,0.000152
1719,h323gatestat,tcp,0.000152
1721,caicci,tcp,0.000152
1805,enl-name,tcp,0.000152
1812,radius,tcp,0.000152
1839,netopia-vo1,tcp,0.000152
1875,westell-stats,tcp,0.000152
1914,elm-momentum,tcp,0.000152
1971,netop-school,tcp,0.000152
1972,intersys-cache,tcp,0.000152
1974,drp,tcp,0.000152
2099,h2250-annex-g,tcp,0.000152
2170,eyetv,tcp,0.000152
2196,unknown,tcp,0.000152
2200,ici,tcp,0.000152
2288,netml,tcp,0.000152
2366,qip-login,tcp,0.000152
2382,ms-olap3,tcp,0.000152
2557,nicetec-mgmt,tcp,0.000152
2710,sso-service,tcp,0.000152
2800,acc-raid,tcp,0.000152
2910,tdaccess,tcp,0.000152
2920,roboeda,tcp,0.000152
2968,enpp,tcp,0.000152
3007,lotusmtap,tcp,0.000152
3013,gilatskysurfer,tcp,0.000152
3050,gds_db,tcp,0.000152
3119,d2000kernel,tcp,0.000152
3162,sflm,tcp,0.000152
3304,opsession-srvr,tcp,0.000152
3307,opsession-prxy,tcp,0.000152
3376,cdbroker,tcp,0.000152
3400,csms2,tcp,0.000152
3410,networklenss,tcp,0.000152
3514,must-p2p,tcp,0.000152
3684,faxstfx-port,tcp,0.000152
3697,nw-license,tcp,0.000152
3700,lrs-paging,tcp,0.000152
3731,smap,tcp,0.000152
3792,sitewatch,tcp,0.000152
3808,sun-as-iiops-ca,tcp,0.000152
3820,scp,tcp,0.000152
3824,acp-policy,tcp,0.000152
3846,an-pcp,tcp,0.000152
3848,item,tcp,0.000152
3849,spw-dnspreload,tcp,0.000152
3852,sse-app-config,tcp,0.000152
3853,sscan,tcp,0.000152
3859,nav-port,tcp,0.000152
3863,asap-tcp,tcp,0.000152
3870,ovsam-d-agent,tcp,0.000152
3872,oem-agent,tcp,0.000152
3888,ciphire-serv,tcp,0.000152
3907,imoguia-port,tcp,0.000152
3916,wysdmc,tcp,0.000152
3929,smauth-port,tcp,0.000152
3931,msr-plugin-port,tcp,0.000152
3941,homeportal-web,tcp,0.000152
3944,sops,tcp,0.000152
3957,mqe-broker,tcp,0.000152
3963,thrp,tcp,0.000152
3968,ianywhere-dbns,tcp,0.000152
3969,landmarks,tcp,0.000152
3972,iconp,tcp,0.000152
3981,starfish,tcp,0.000152
3990,bv-is,tcp,0.000152
3993,bv-agent,tcp,0.000152
3994,unknown,tcp,0.000152
4009,chimera-hwm,tcp,0.000152
4040,yo-main,tcp,0.000152
4080,lorica-in,tcp,0.000152
4096,bre,tcp,0.000152
4143,oidsr,tcp,0.000152
4147,vrxpservman,tcp,0.000152
4164,silverpeakcomm,tcp,0.000152
4200,vrml-multi-use,tcp,0.000152
4252,vrml-multi-use,tcp,0.000152
4430,rsqlserver,tcp,0.000152
4555,rsip,tcp,0.000152
4600,piranha1,tcp,0.000152
4658,playsta2-app,tcp,0.000152
4875,unknown,tcp,0.000152
4949,munin,tcp,0.000152
5040,unknown,tcp,0.000152
5063,csrpc,tcp,0.000152
5074,alesquery,tcp,0.000152
5081,sdl-ets,tcp,0.000152
5151,esri_sde,tcp,0.000152
5212,unknown,tcp,0.000152
5223,hpvirtgrp,tcp,0.000152
5242,unknown,tcp,0.000152
5279,unknown,tcp,0.000152
5339,unknown,tcp,0.000152
5353,mdns,tcp,0.000152
5501,fcp-addr-srvr2,tcp,0.000152
5807,unknown,tcp,0.000152
5812,unknown,tcp,0.000152
5818,unknown,tcp,0.000152
5823,unknown,tcp,0.000152
5868,unknown,tcp,0.000152
5869,unknown,tcp,0.000152
5899,unknown,tcp,0.000152
5905,unknown,tcp,0.000152
5909,unknown,tcp,0.000152
5914,unknown,tcp,0.000152
5918,unknown,tcp,0.000152
5938,teamviewer,tcp,0.000152
5940,unknown,tcp,0.000152
5968,mppolicy-v5,tcp,0.000152
5981,unknown,tcp,0.000152
6051,x11,tcp,0.000152
6060,x11,tcp,0.000152
6068,gsmp,tcp,0.000152
6203,unknown,tcp,0.000152
6247,unknown,tcp,0.000152
6481,servicetags,tcp,0.000152
6500,boks,tcp,0.000152
6504,unknown,tcp,0.000152
6520,unknown,tcp,0.000152
6550,fg-sysupdate,tcp,0.000152
6600,mshvlm,tcp,0.000152
6711,unknown,tcp,0.000152
6732,unknown,tcp,0.000152
6896,unknown,tcp,0.000152
7024,vmsvc,tcp,0.000152
7050,unknown,tcp,0.000152
7051,unknown,tcp,0.000152
7080,empowerid,tcp,0.000152
7123,unknown,tcp,0.000152
7241,unknown,tcp,0.000152
7272,watchme-7272,tcp,0.000152
7278,oma-dcdocbs,tcp,0.000152
7281,itactionserver2,tcp,0.000152
7438,unknown,tcp,0.000152
7725,nitrogen,tcp,0.000152
7744,raqmon-pdu,tcp,0.000152
7749,unknown,tcp,0.000152
7770,unknown,tcp,0.000152
7878,unknown,tcp,0.000152
7900,mevent,tcp,0.000152
7913,qo-secure,tcp,0.000152
7929,unknown,tcp,0.000152
8015,unknown,tcp,0.000152
8016,unknown,tcp,0.000152
8019,qbdb,tcp,0.000152
8050,unknown,tcp,0.000152
8095,unknown,tcp,0.000152
8097,sac,tcp,0.000152
8098,unknown,tcp,0.000152
8189,unknown,tcp,0.000152
8293,hiperscan-id,tcp,0.000152
8294,blp4,tcp,0.000152
8385,unknown,tcp,0.000152
8481,unknown,tcp,0.000152
8540,unknown,tcp,0.000152
8648,unknown,tcp,0.000152
8675,unknown,tcp,0.000152
8676,unknown,tcp,0.000152
8686,sun-as-jmxrmi,tcp,0.000152
8765,ultraseek-http,tcp,0.000152
8766,unknown,tcp,0.000152
8877,unknown,tcp,0.000152
8889,ddi-tcp-2,tcp,0.000152
8987,unknown,tcp,0.000152
8996,unknown,tcp,0.000152
9098,unknown,tcp,0.000152
9191,sun-as-jpda,tcp,0.000152
9197,unknown,tcp,0.000152
9198,unknown,tcp,0.000152
9409,unknown,tcp,0.000152
9443,tungsten-https,tcp,0.000152
9444,wso2esb-console,tcp,0.000152
9501,unknown,tcp,0.000152
9600,micromuse-ncpw,tcp,0.000152
9621,unknown,tcp,0.000152
9643,unknown,tcp,0.000152
9673,unknown,tcp,0.000152
9815,unknown,tcp,0.000152
9914,unknown,tcp,0.000152
9941,unknown,tcp,0.000152
9988,nsesrvr,tcp,0.000152
10008,octopus,tcp,0.000152
10011,unknown,tcp,0.000152
10022,unknown,tcp,0.000152
10023,unknown,tcp,0.000152
10034,unknown,tcp,0.000152
10058,unknown,tcp,0.000152
10160,qb-db-server,tcp,0.000152
10873,unknown,tcp,0.000152
12006,dbisamserver2,tcp,0.000152
12021,unknown,tcp,0.000152
12059,unknown,tcp,0.000152
12215,unknown,tcp,0.000152
12262,unknown,tcp,0.000152
12380,unknown,tcp,0.000152
12452,unknown,tcp,0.000152
13724,vnetd,tcp,0.000152
15001,unknown,tcp,0.000152
15402,unknown,tcp,0.000152
16705,unknown,tcp,0.000152
16800,unknown,tcp,0.000152
16851,unknown,tcp,0.000152
17595,unknown,tcp,0.000152
18018,unknown,tcp,0.000152
18264,unknown,tcp,0.000152
19900,unknown,tcp,0.000152
20002,commtact-http,tcp,0.000152
21792,unknown,tcp,0.000152
22222,unknown,tcp,0.000152
23052,unknown,tcp,0.000152
23796,unknown,tcp,0.000152
26000,quake,tcp,0.000152
26470,unknown,tcp,0.000152
27357,unknown,tcp,0.000152
28211,unknown,tcp,0.000152
29672,unknown,tcp,0.000152
29831,unknown,tcp,0.000152
30005,unknown,tcp,0.000152
30704,unknown,tcp,0.000152
31727,diagd,tcp,0.000152
32791,unknown,tcp,0.000152
32792,unknown,tcp,0.000152
32803,unknown,tcp,0.000152
32816,unknown,tcp,0.000152
32822,unknown,tcp,0.000152
32835,unknown,tcp,0.000152
33453,unknown,tcp,0.000152
33554,unknown,tcp,0.000152
35513,unknown,tcp,0.000152
37839,unknown,tcp,0.000152
38185,unknown,tcp,0.000152
38188,unknown,tcp,0.000152
39136,unknown,tcp,0.000152
39376,unknown,tcp,0.000152
39659,unknown,tcp,0.000152
40000,safetynetp,tcp,0.000152
40811,unknown,tcp,0.000152
41064,unknown,tcp,0.000152
41523,unknown,tcp,0.000152
44709,unknown,tcp,0.000152
46200,unknown,tcp,0.000152
46996,unknown,tcp,0.000152
47544,unknown,tcp,0.000152
49164,unknown,tcp,0.000152
49168,unknown,tcp,0.000152
49171,unknown,tcp,0.000152
49186,unknown,tcp,0.000152
49195,unknown,tcp,0.000152
49236,unknown,tcp,0.000152
49401,unknown,tcp,0.000152
50050,unknown,tcp,0.000152
51191,unknown,tcp,0.000152
51413,unknown,tcp,0.000152
52660,unknown,tcp,0.000152
52710,unknown,tcp,0.000152
52735,unknown,tcp,0.000152
52847,unknown,tcp,0.000152
52849,unknown,tcp,0.000152
52850,unknown,tcp,0.000152
52851,unknown,tcp,0.000152
52853,unknown,tcp,0.000152
53211,unknown,tcp,0.000152
53313,unknown,tcp,0.000152
53314,unknown,tcp,0.000152
53535,unknown,tcp,0.000152
55020,unknown,tcp,0.000152
55576,unknown,tcp,0.000152
57665,unknown,tcp,0.000152
58001,unknown,tcp,0.000152
58002,unknown,tcp,0.000152
58630,unknown,tcp,0.000152
58632,unknown,tcp,0.000152
58838,unknown,tcp,0.000152
59110,unknown,tcp,0.000152
59200,unknown,tcp,0.000152
59201,unknown,tcp,0.000152
59202,unknown,tcp,0.000152
60123,unknown,tcp,0.000152
60146,unknown,tcp,0.000152
60642,unknown,tcp,0.000152
61613,unknown,tcp,0.000152
65310,unknown,tcp,0.000152
502,mbap,tcp,0.000151
623,oob-ws-http,tcp,0.000151
639,msdp,tcp,0.000151
701,lmp,tcp,0.000151
710,entrust-ash,tcp,0.000151
725,unknown,tcp,0.000151
780,wpgs,tcp,0.000151
803,unknown,tcp,0.000151
913,apex-edge,tcp,0.000151
930,unknown,tcp,0.000151
1103,xaudio,tcp,0.000151
1109,kpop,tcp,0.000151
1220,quicktime,tcp,0.000151
1347,bbn-mmc,tcp,0.000151
2012,ttyinfo,tcp,0.000151
2232,ivs-video,tcp,0.000151
2241,ivsd,tcp,0.000151
2501,rtsclient,tcp,0.000151
4559,hylafax,tcp,0.000151
5680,canna,tcp,0.000151
6222,radmind,tcp,0.000151
10005,stel,tcp,0.000151
27,nsw-fe,tcp,0.000138
86,mfcobol,tcp,0.000138
102,iso-tsap,tcp,0.000138
123,ntp,tcp,0.000138
250,unknown,tcp,0.000138
419,ariel1,tcp,0.000138
441,decvms-sysmgt,tcp,0.000138
442,cvc_hostd,tcp,0.000138
447,ddm-dfm,tcp,0.000138
475,tcpnethaspsrv,tcp,0.000138
540,uucp,tcp,0.000138
856,unknown,tcp,0.000138
874,unknown,tcp,0.000138
931,unknown,tcp,0.000138
953,rndc,tcp,0.000138
1158,lsnr,tcp,0.000138
1222,nerv,tcp,0.000138
1270,ssserver,tcp,0.000138
2044,rimsl,tcp,0.000138
5010,telelpathstart,tcp,0.000138
8118,privoxy,tcp,0.000138
9992,issc,tcp,0.000138
18000,biimenu,tcp,0.000138
55,isi-gl,tcp,0.000125
57,priv-term,tcp,0.000125
87,priv-term-l,tcp,0.000125
210,z39.50,tcp,0.000125
223,cdc,tcp,0.000125
251,unknown,tcp,0.000125
556,remotefs,tcp,0.000125
709,entrustmanager,tcp,0.000125
713,iris-xpc,tcp,0.000125
829,pkix-3-ca-ra,tcp,0.000125
980,unknown,tcp,0.000125
1008,ufsd,tcp,0.000125
1013,unknown,tcp,0.000125
1212,lupa,tcp,0.000125
1550,3m-image-lm,tcp,0.000125
2433,codasrv-se,tcp,0.000125
2628,dict,tcp,0.000125
3025,slnp,tcp,0.000125
3299,saprouter,tcp,0.000125
5520,sdlog,tcp,0.000125
5803,vnc-http-3,tcp,0.000125
6008,X11:8,tcp,0.000125
6103,RETS-or-BackupExec,tcp,0.000125
7003,afs3-vlserver,tcp,0.000125
9152,ms-sql2000,tcp,0.000125
10083,amidxtape,tcp,0.000125
77,priv-rje,tcp,0.000113
127,locus-con,tcp,0.000113
157,knet-cmp,tcp,0.000113
220,imap3,tcp,0.000113
333,texar,tcp,0.000113
523,ibm-db2,tcp,0.000113
557,openvms-sysipc,tcp,0.000113
610,npmp-local,tcp,0.000113
657,rmc,tcp,0.000113
674,acap,tcp,0.000113
684,corba-iiop-ssl,tcp,0.000113
732,unknown,tcp,0.000113
748,ris-cm,tcp,0.000113
792,unknown,tcp,0.000113
825,unknown,tcp,0.000113
840,unknown,tcp,0.000113
904,unknown,tcp,0.000113
943,unknown,tcp,0.000113
1006,unknown,tcp,0.000113
1020,unknown,tcp,0.000113
1241,nessus,tcp,0.000113
1350,editbench,tcp,0.000113
1351,equationbuilder,tcp,0.000113
1516,vpad,tcp,0.000113
1526,pdap-np,tcp,0.000113
1547,laplink,tcp,0.000113
2011,raid-cc,tcp,0.000113
2067,dlswpn,tcp,0.000113
4333,msql,tcp,0.000113
7010,ups-onlinet,tcp,0.000113
225,unknown,tcp,0.0001
257,fw1-mc-fwmodule,tcp,0.0001
600,ipcserver,tcp,0.0001
602,xmlrpc-beep,tcp,0.0001
655,tinc,tcp,0.0001
659,unknown,tcp,0.0001
660,mac-srvr-admin,tcp,0.0001
729,netviewdm1,tcp,0.0001
730,netviewdm2,tcp,0.0001
731,netviewdm3,tcp,0.0001
757,unknown,tcp,0.0001
778,unknown,tcp,0.0001
782,hp-managed-node,tcp,0.0001
786,concert,tcp,0.0001
790,unknown,tcp,0.0001
795,unknown,tcp,0.0001
822,unknown,tcp,0.0001
823,unknown,tcp,0.0001
839,unknown,tcp,0.0001
846,unknown,tcp,0.0001
862,twamp-control,tcp,0.0001
905,unknown,tcp,0.0001
969,unknown,tcp,0.0001
971,unknown,tcp,0.0001
996,xtreelic,tcp,0.0001
998,busboy,tcp,0.0001
1012,unknown,tcp,0.0001
1014,unknown,tcp,0.0001
1015,unknown,tcp,0.0001
1353,relief,tcp,0.0001
1357,pegboard,tcp,0.0001
1522,rna-lm,tcp,0.0001
2025,ellpack,tcp,0.0001
2201,ats,tcp,0.0001
2903,extensisportfolio,tcp,0.0001
3399,sapeps,tcp,0.0001
3456,vat,tcp,0.0001
3632,distccd,tcp,0.0001
6050,arcserve,tcp,0.0001
6662,radmind,tcp,0.0001
59,priv-file,tcp,0.000088
98,linuxconf,tcp,0.000088
252,unknown,tcp,0.000088
388,unidata-ldm,tcp,0.000088
411,rmt,tcp,0.000088
606,urm,tcp,0.000088
621,escp-ip,tcp,0.000088
641,repcmd,tcp,0.000088
669,meregister,tcp,0.000088
690,vatp,tcp,0.000088
715,iris-lwz,tcp,0.000088
728,unknown,tcp,0.000088
740,netcp,tcp,0.000088
754,krb_prop,tcp,0.000088
758,nlogin,tcp,0.000088
802,unknown,tcp,0.000088
805,unknown,tcp,0.000088
806,unknown,tcp,0.000088
859,unknown,tcp,0.000088
864,unknown,tcp,0.000088
878,unknown,tcp,0.000088
918,unknown,tcp,0.000088
921,unknown,tcp,0.000088
922,unknown,tcp,0.000088
924,unknown,tcp,0.000088
928,unknown,tcp,0.000088
1004,unknown,tcp,0.000088
1005,unknown,tcp,0.000088
1127,supfiledbg,tcp,0.000088
1337,waste,tcp,0.000088
1413,innosys-acl,tcp,0.000088
1414,ibm-mqseries,tcp,0.000088
1525,orasrv,tcp,0.000088
2112,kip,tcp,0.000088
2600,zebrasrv,tcp,0.000088
3999,remoteanything,tcp,0.000088
5011,telelpathattack,tcp,0.000088
6017,xmail-ctrl,tcp,0.000088
6670,irc,tcp,0.000088
12346,netbus,tcp,0.000088
38037,landesk-cba,tcp,0.000088
44334,tinyfw,tcp,0.000088
1101,pt2-discover,tcp,0.000076
1116,ardus-cntl,tcp,0.000076
1118,sacred,tcp,0.000076
1125,hpvmmagent,tcp,0.000076
1128,saphostctrl,tcp,0.000076
1134,aplx,tcp,0.000076
1135,omnivision,tcp,0.000076
1136,hhb-gateway,tcp,0.000076
1143,imyx,tcp,0.000076
1144,fuscript,tcp,0.000076
1150,blaze,tcp,0.000076
1153,c1222-acse,tcp,0.000076
1156,iascontrol-oms,tcp,0.000076
1157,iascontrol,tcp,0.000076
1159,oracle-oms,tcp,0.000076
1162,health-trap,tcp,0.000076
1167,cisco-ipsla,tcp,0.000076
1168,vchat,tcp,0.000076
1173,d-cinema-rrp,tcp,0.000076
1176,indigo-server,tcp,0.000076
1179,b2n,tcp,0.000076
1180,mc-client,tcp,0.000076
1182,accelenet,tcp,0.000076
1184,llsurfup-https,tcp,0.000076
1188,hp-webadmin,tcp,0.000076
1190,commlinx-avl,tcp,0.000076
1191,gpfs,tcp,0.000076
1194,openvpn,tcp,0.000076
1195,rsf-1,tcp,0.000076
1196,netmagic,tcp,0.000076
1200,scol,tcp,0.000076
1204,ssslog-mgr,tcp,0.000076
1207,metasage,tcp,0.000076
1208,seagull-ais,tcp,0.000076
1209,ipcd3,tcp,0.000076
1210,eoss,tcp,0.000076
1211,groove-dpp,tcp,0.000076
1215,scanstat-1,tcp,0.000076
1221,sweetware-apps,tcp,0.000076
1223,tgp,tcp,0.000076
1228,florence,tcp,0.000076
1229,zented,tcp,0.000076
1239,nmsd,tcp,0.000076
1240,instantia,tcp,0.000076
1243,serialgateway,tcp,0.000076
1249,mesavistaco,tcp,0.000076
1250,swldy-sias,tcp,0.000076
1251,servergraph,tcp,0.000076
1261,mpshrsv,tcp,0.000076
1262,qnts-orb,tcp,0.000076
1264,prat,tcp,0.000076
1268,propel-msgsys,tcp,0.000076
1276,ivmanager,tcp,0.000076
1279,dellwebadmin-2,tcp,0.000076
1282,emperion,tcp,0.000076
1290,winjaserver,tcp,0.000076
1291,seagulllms,tcp,0.000076
1297,sdproxy,tcp,0.000076
1299,hp-sci,tcp,0.000076
1302,ci3-software-2,tcp,0.000076
1303,sftsrv,tcp,0.000076
1305,pe-mike,tcp,0.000076
1306,re-conn-proto,tcp,0.000076
1307,pacmand,tcp,0.000076
1308,odsi,tcp,0.000076
1314,pdps,tcp,0.000076
1315,els,tcp,0.000076
1316,exbit-escp,tcp,0.000076
1317,vrts-ipcserver,tcp,0.000076
1318,krb5gatekeeper,tcp,0.000076
1319,amx-icsp,tcp,0.000076
1321,pip,tcp,0.000076
1324,delta-mcp,tcp,0.000076
1327,ultrex,tcp,0.000076
1330,streetperfect,tcp,0.000076
1331,intersan,tcp,0.000076
1336,ischat,tcp,0.000076
1339,kjtsiteserver,tcp,0.000076
1340,naap,tcp,0.000076
1558,xingmpeg,tcp,0.000076
1559,web2host,tcp,0.000076
1560,asci-val,tcp,0.000076
1565,winddlb,tcp,0.000076
1566,corelvideo,tcp,0.000076
1569,ets,tcp,0.000076
1584,tn-tl-fd2,tcp,0.000076
1592,commonspace,tcp,0.000076
1598,picknfs,tcp,0.000076
1605,slp,tcp,0.000076
1607,stt,tcp,0.000076
1615,netbill-auth,tcp,0.000076
1620,faxportwinport,tcp,0.000076
1622,ontime,tcp,0.000076
1632,pammratc,tcp,0.000076
1635,edb-server1,tcp,0.000076
1638,ismc,tcp,0.000076
1645,sightline,tcp,0.000076
1677,groupwise,tcp,0.000076
1683,ncpm-hip,tcp,0.000076
1691,empire-empuma,tcp,0.000076
1694,rrimwm,tcp,0.000076
1699,rsvp-encap-2,tcp,0.000076
1701,l2f,tcp,0.000076
1703,hb-engine,tcp,0.000076
1707,vdmplay,tcp,0.000076
1708,gat-lmd,tcp,0.000076
1709,centra,tcp,0.000076
1711,pptconference,tcp,0.000076
1712,registrar,tcp,0.000076
1713,conferencetalk,tcp,0.000076
1715,houdini-lm,tcp,0.000076
1722,hks-lm,tcp,0.000076
1730,roketz,tcp,0.000076
1735,privatechat,tcp,0.000076
1736,street-stream,tcp,0.000076
1745,remote-winsock,tcp,0.000076
1750,sslp,tcp,0.000076
1752,lofr-lm,tcp,0.000076
1753,unknown,tcp,0.000076
1791,ea1,tcp,0.000076
1792,ibm-dt-2,tcp,0.000076
1799,netrisk,tcp,0.000076
1800,ansys-lm,tcp,0.000076
1806,musiconline,tcp,0.000076
1807,fhsp,tcp,0.000076
1808,oracle-vp2,tcp,0.000076
1811,scientia-sdb,tcp,0.000076
1823,unisys-lm,tcp,0.000076
1825,direcpc-video,tcp,0.000076
1835,ardusmul,tcp,0.000076
1858,privateark,tcp,0.000076
1861,lecroy-vicp,tcp,0.000076
1871,canocentral0,tcp,0.000076
1901,fjicl-tep-a,tcp,0.000076
1911,mtp,tcp,0.000076
1912,rhp-iibp,tcp,0.000076
1918,can-nds,tcp,0.000076
1924,xiip,tcp,0.000076
1927,videte-cipc,tcp,0.000076
1954,abr-api,tcp,0.000076
1958,dxadmind,tcp,0.000076
1973,dlsrap,tcp,0.000076
1975,tcoflashagent,tcp,0.000076
1976,tcoregagent,tcp,0.000076
1981,p2pq,tcp,0.000076
2031,mobrien-chat,tcp,0.000076
2062,icg-swp,tcp,0.000076
2069,event-port,tcp,0.000076
2070,ah-esp-encap,tcp,0.000076
2080,autodesk-nlm,tcp,0.000076
2081,kme-trap-port,tcp,0.000076
2082,infowave,tcp,0.000076
2083,radsec,tcp,0.000076
2086,gnunet,tcp,0.000076
2087,eli,tcp,0.000076
2095,nbx-ser,tcp,0.000076
2096,nbx-dir,tcp,0.000076
2101,rtcm-sc104,tcp,0.000076
2104,zephyr-hm,tcp,0.000076
2115,kdm,tcp,0.000076
2124,elatelink,tcp,0.000076
2134,avenue,tcp,0.000076
2142,tdmoip,tcp,0.000076
2148,veritas-ucl,tcp,0.000076
2150,dynamic3d,tcp,0.000076
2187,ssmc,tcp,0.000076
2197,mnp-exchange,tcp,0.000076
2203,b2-runtime,tcp,0.000076
2224,efi-mg,tcp,0.000076
2250,remote-collab,tcp,0.000076
2253,dtv-chan-req,tcp,0.000076
2261,comotionmaster,tcp,0.000076
2262,comotionback,tcp,0.000076
2265,apx500api-2,tcp,0.000076
2269,mikey,tcp,0.000076
2270,starschool,tcp,0.000076
2271,mmcals,tcp,0.000076
2280,lnvpoller,tcp,0.000076
2291,eapsp,tcp,0.000076
2292,mib-streaming,tcp,0.000076
2300,cvmmon,tcp,0.000076
2302,binderysupport,tcp,0.000076
